student_id;weekly_self_study_hours;attendance_percentage;class_participation;total_score;grade
30929;4.5;52.4;1.1;48.6;D
30930;27.4;82.4;8.9;89.9;A
30931;16.1;78.2;7.4;73.4;B
30932;12.9;71.7;4.6;76.4;B
30933;7.9;66.8;3.5;62.4;C
30934;14.5;74.8;5.6;82.0;B
30935;19.0;86.3;7.9;94.0;A
30936;10.5;81.4;6.8;81.1;B
30937;14.4;86.6;7.3;84.6;B
30938;21.0;90.3;9.0;100.0;A
30939;12.7;55.1;5.2;60.9;C
30940;22.1;88.6;9.6;99.4;A
30941;7.2;69.8;4.0;66.9;C
30942;13.2;80.2;4.6;84.8;B
30943;9.1;63.1;4.9;67.3;C
30944;23.1;88.1;6.9;95.2;A
30945;15.5;87.9;5.9;70.1;B
30946;29.1;92.3;7.4;95.0;A
30947;27.9;84.4;9.2;95.6;A
30948;11.5;53.4;3.7;64.1;C
30949;20.3;92.4;9.0;88.0;A
30950;26.9;99.8;7.4;100.0;A
30951;11.3;65.4;4.3;66.0;C
30952;22.1;89.6;9.6;100.0;A
30953;17.9;74.4;6.5;75.4;B
30954;17.4;69.6;5.7;83.8;B
30955;15.0;98.5;8.8;100.0;A
30956;15.2;87.8;5.5;76.4;B
30957;16.1;79.2;5.1;81.0;B
30958;18.1;81.5;9.8;98.3;A
30959;16.1;92.2;7.3;100.0;A
30960;29.0;87.7;7.0;100.0;A
30961;4.9;58.7;1.3;45.2;D
30962;5.2;68.2;3.4;66.6;C
30963;24.5;81.8;7.0;93.1;A
30964;27.9;96.9;8.1;100.0;A
30965;25.9;93.1;6.6;96.1;A
30966;10.7;56.8;4.8;69.4;C
30967;27.4;90.9;7.2;100.0;A
30968;22.5;97.1;8.7;90.1;A
30969;9.9;63.8;4.6;66.9;C
30970;13.7;73.3;5.0;71.4;B
30971;11.6;70.9;4.6;66.2;C
30972;21.2;84.5;9.8;100.0;A
30973;26.1;98.7;7.7;90.0;A
30974;28.8;95.4;9.3;85.2;A
30975;29.0;81.9;9.6;100.0;A
30976;28.3;89.1;10.0;85.5;A
30977;15.4;86.3;4.8;82.5;B
30978;17.3;87.3;7.1;84.2;B
30979;12.4;85.7;6.7;78.8;B
30980;15.3;86.7;5.6;76.5;B
30981;4.8;51.1;3.4;35.9;E
30982;17.3;96.4;7.9;95.7;A
30983;10.2;85.0;5.7;84.7;B
30984;28.0;92.2;7.0;100.0;A
30985;17.2;86.2;4.9;77.7;B
30986;17.7;91.4;8.4;95.5;A
30987;7.8;57.0;2.9;67.7;C
30988;21.2;82.3;7.7;100.0;A
30989;16.5;79.6;4.6;71.2;B
30990;16.6;75.5;5.2;83.6;B
30991;15.1;80.3;6.9;100.0;A
30992;27.6;89.8;7.7;99.5;A
30993;25.0;92.1;7.2;100.0;A
30994;12.2;58.1;2.8;55.0;C
30995;10.2;61.1;3.1;63.5;C
30996;28.9;80.1;8.1;100.0;A
30997;20.2;82.0;10.0;88.7;A
30998;21.0;88.8;8.2;86.8;A
30999;9.3;74.7;4.1;64.4;C
31000;26.4;97.2;8.5;99.2;A
31001;11.8;66.5;2.6;61.7;C
31002;15.8;97.3;7.8;100.0;A
31003;11.1;57.4;3.5;60.2;C
31004;15.0;81.0;9.8;89.1;A
31005;17.1;87.5;6.7;84.6;B
31006;23.5;86.8;9.5;90.8;A
31007;21.7;91.6;6.6;100.0;A
31008;12.2;81.1;5.7;77.3;B
31009;7.6;62.5;4.2;67.6;C
31010;28.6;85.5;8.4;100.0;A
31011;5.3;38.2;2.0;44.7;D
31012;12.8;56.1;4.8;57.8;C
31013;26.7;87.4;9.3;100.0;A
31014;10.5;74.4;7.0;70.4;B
31015;26.2;87.2;7.0;100.0;A
31016;21.7;84.1;7.3;94.4;A
31017;23.0;99.2;8.6;86.9;A
31018;26.2;81.0;9.4;100.0;A
31019;15.7;85.9;5.2;70.7;B
31020;10.9;78.0;5.2;73.0;B
31021;10.8;53.7;2.7;61.7;C
31022;8.8;64.7;4.2;57.3;C
31023;22.0;89.2;8.9;100.0;A
31024;15.3;83.8;4.9;81.2;B
31025;14.9;75.3;7.5;76.5;B
31026;17.1;90.4;9.6;90.6;A
31027;12.3;75.7;5.9;71.2;B
31028;4.8;52.1;2.2;41.4;D
31029;21.6;99.7;9.2;100.0;A
31030;28.8;94.1;9.1;96.0;A
31031;24.6;89.3;7.1;100.0;A
31032;23.3;91.1;7.8;100.0;A
31033;16.7;78.5;5.3;82.8;B
31034;20.5;84.5;9.6;96.0;A
31035;17.8;70.3;5.4;78.2;B
31036;20.5;83.2;7.8;100.0;A
31037;26.4;92.7;9.6;100.0;A
31038;7.5;54.0;4.2;59.0;C
31039;11.0;82.6;7.1;77.3;B
31040;27.6;83.7;6.9;100.0;A
31041;13.1;77.7;6.0;72.5;B
31042;27.9;97.6;6.8;91.8;A
31043;15.1;99.0;9.6;91.5;A
31044;10.4;74.9;2.6;66.0;C
31045;10.9;75.7;5.3;73.8;B
31046;14.9;90.2;9.3;92.2;A
31047;13.6;77.0;6.3;73.2;B
31048;11.0;62.2;3.2;60.1;C
31049;22.7;89.4;9.3;89.1;A
31050;15.7;80.3;8.1;98.3;A
31051;15.7;84.4;6.8;79.4;B
31052;22.5;95.0;6.6;100.0;A
31053;24.3;99.7;6.9;99.8;A
31054;18.6;92.2;9.6;86.4;A
31055;29.0;97.3;8.8;100.0;A
31056;17.2;80.3;7.1;100.0;A
31057;6.9;43.3;1.5;53.4;D
31058;14.6;73.1;6.1;71.3;B
31059;5.7;58.7;2.8;45.5;D
31060;23.3;97.1;7.5;87.4;A
31061;8.5;60.7;3.9;67.3;C
31062;13.0;69.4;2.5;68.3;C
31063;16.1;98.2;7.7;100.0;A
31064;7.1;35.3;1.4;54.9;D
31065;14.7;78.5;6.9;77.1;B
31066;15.7;92.9;6.6;99.4;A
31067;27.9;81.3;7.4;88.9;A
31068;19.1;90.2;8.6;100.0;A
31069;7.5;52.3;3.4;52.0;D
31070;17.2;85.1;6.4;76.1;B
31071;14.2;95.5;7.5;100.0;A
31072;3.8;42.8;1.9;46.1;D
31073;14.3;85.7;7.5;100.0;A
31074;5.2;64.1;3.2;64.6;C
31075;6.4;49.2;2.6;42.4;D
31076;17.2;85.7;5.9;78.4;B
31077;20.5;85.9;7.0;89.2;A
31078;10.6;65.3;4.8;60.9;C
31079;16.6;87.9;9.9;100.0;A
31080;13.9;81.3;5.7;82.1;B
31081;21.9;88.3;7.7;98.6;A
31082;17.8;95.0;7.4;100.0;A
31083;20.3;89.0;9.2;94.0;A
31084;10.7;71.0;4.8;67.1;C
31085;23.8;85.8;9.0;85.4;A
31086;18.5;85.0;8.8;100.0;A
31087;11.1;83.2;5.6;81.6;B
31088;8.1;60.1;5.5;61.0;C
31089;11.8;71.7;4.2;56.7;C
31090;28.0;87.8;8.5;100.0;A
31091;28.1;81.2;8.8;91.2;A
31092;13.9;80.8;7.5;75.1;B
31093;21.5;80.2;8.3;98.3;A
31094;29.1;96.0;9.7;100.0;A
31095;21.0;93.2;8.5;100.0;A
31096;18.8;99.7;6.6;100.0;A
31097;16.0;93.8;7.5;90.7;A
31098;17.6;84.4;5.2;77.6;B
31099;27.0;83.6;9.8;90.8;A
31100;19.1;96.8;8.4;100.0;A
31101;14.2;81.9;7.4;70.8;B
31102;11.6;70.1;7.0;81.3;B
31103;24.5;88.2;9.7;100.0;A
31104;15.9;85.9;6.7;70.4;B
31105;11.2;69.9;3.7;65.4;C
31106;25.1;87.1;9.5;100.0;A
31107;14.9;84.3;6.7;75.9;B
31108;6.4;68.7;4.9;63.1;C
31109;22.0;98.6;9.2;87.3;A
31110;20.9;94.1;8.2;97.1;A
31111;12.5;83.7;6.7;74.0;B
31112;21.2;94.4;6.7;94.3;A
31113;5.5;62.2;5.3;62.6;C
31114;15.5;68.2;5.0;70.8;B
31115;16.0;98.2;9.7;86.0;A
31116;16.3;98.1;9.2;90.0;A
31117;11.6;64.2;2.9;56.6;C
31118;10.1;70.8;6.6;79.1;B
31119;13.7;71.2;5.3;79.4;B
31120;10.8;77.4;5.3;80.1;B
31121;20.3;96.9;7.3;100.0;A
31122;27.2;80.3;8.2;100.0;A
31123;14.4;79.6;4.9;81.8;B
31124;19.5;92.3;7.0;100.0;A
31125;15.0;82.1;7.4;71.5;B
31126;26.3;92.8;8.3;100.0;A
31127;17.7;93.4;7.3;90.6;A
31128;6.7;58.1;3.8;64.5;C
31129;18.0;84.7;7.5;100.0;A
31130;18.5;81.7;7.1;90.5;A
31131;17.9;90.5;9.3;100.0;A
31132;21.4;93.1;9.9;95.4;A
31133;18.3;89.9;7.2;88.4;A
31134;12.5;77.0;7.3;82.8;B
31135;29.5;83.6;8.1;92.6;A
31136;12.6;71.5;5.5;76.4;B
31137;22.2;92.1;6.6;100.0;A
31138;17.2;79.5;6.5;80.6;B
31139;10.5;60.4;5.5;62.5;C
31140;24.3;99.9;9.1;91.4;A
31141;20.4;91.4;9.6;97.6;A
31142;17.6;81.3;7.5;77.6;B
31143;14.4;95.2;9.0;87.1;A
31144;14.1;98.9;8.7;91.8;A
31145;15.0;98.6;7.6;100.0;A
31146;19.6;89.6;6.9;100.0;A
31147;14.6;84.2;8.5;94.4;A
31148;6.3;72.4;4.5;55.5;C
31149;18.4;93.2;7.6;100.0;A
31150;10.9;71.1;5.7;75.0;B
31151;22.3;81.8;8.7;94.8;A
31152;15.8;68.2;5.4;79.0;B
31153;18.1;85.7;6.6;100.0;A
31154;15.1;96.2;6.9;91.1;A
31155;24.2;86.3;7.8;98.1;A
31156;28.3;93.3;9.3;88.5;A
31157;20.2;84.5;7.9;100.0;A
31158;21.0;97.3;8.1;86.4;A
31159;22.7;98.4;7.3;91.1;A
31160;25.3;96.7;6.9;100.0;A
31161;18.7;91.9;6.6;100.0;A
31162;21.5;90.9;7.5;99.8;A
31163;5.4;59.4;4.0;56.9;C
31164;15.6;88.6;7.0;100.0;A
31165;12.7;72.2;5.3;84.4;B
31166;9.0;53.5;5.4;55.5;C
31167;24.3;99.0;8.5;90.2;A
31168;16.8;86.6;6.7;72.1;B
31169;15.9;88.6;9.3;100.0;A
31170;17.3;85.7;7.8;100.0;A
31171;27.2;96.3;9.4;100.0;A
31172;26.3;99.3;7.8;90.7;A
31173;22.9;96.4;7.0;100.0;A
31174;10.2;86.1;6.3;78.3;B
31175;21.0;81.2;7.1;93.2;A
31176;22.2;89.1;9.1;100.0;A
31177;11.6;83.9;6.1;77.6;B
31178;15.0;82.4;8.5;100.0;A
31179;22.2;89.1;9.8;87.5;A
31180;11.3;70.0;6.7;78.4;B
31181;28.9;83.2;6.6;87.3;A
31182;28.5;95.2;8.6;100.0;A
31183;17.0;87.2;7.2;90.3;A
31184;27.1;81.9;8.0;91.4;A
31185;16.2;68.2;6.9;80.7;B
31186;24.5;96.6;8.5;89.7;A
31187;17.0;79.4;7.1;84.7;B
31188;27.0;82.8;9.1;89.6;A
31189;13.4;86.6;6.4;75.4;B
31190;27.0;88.7;9.6;100.0;A
31191;12.3;67.8;3.6;55.2;C
31192;17.3;71.8;6.4;70.5;B
31193;28.6;90.2;9.6;100.0;A
31194;21.8;86.4;7.6;91.8;A
31195;10.1;87.1;6.0;78.6;B
31196;26.7;95.1;7.8;97.4;A
31197;23.0;87.8;9.9;89.2;A
31198;11.5;54.1;3.6;68.4;C
31199;23.3;87.2;8.9;92.7;A
31200;17.3;84.8;8.1;86.2;A
31201;25.6;90.1;9.9;97.4;A
31202;29.7;83.3;7.1;86.2;A
31203;14.4;81.1;7.4;81.4;B
31204;4.6;49.8;2.1;50.7;D
31205;10.5;78.1;5.7;84.2;B
31206;14.8;91.3;8.9;87.9;A
31207;6.5;69.1;2.8;65.9;C
31208;5.4;63.2;4.4;66.9;C
31209;11.2;63.9;2.8;68.6;C
31210;24.6;94.7;7.0;100.0;A
31211;5.9;47.9;3.3;46.3;D
31212;18.1;92.6;8.1;96.3;A
31213;29.8;84.8;8.6;96.5;A
31214;23.9;84.7;8.6;90.6;A
31215;2.4;42.3;1.8;53.6;D
31216;20.2;85.0;7.4;93.3;A
31217;22.4;91.3;8.9;100.0;A
31218;21.3;91.5;9.5;100.0;A
31219;11.5;66.8;4.1;59.4;C
31220;28.1;92.0;9.3;100.0;A
31221;28.8;86.2;9.6;89.0;A
31222;28.9;96.2;8.1;96.2;A
31223;5.3;54.4;4.4;66.5;C
31224;12.6;82.1;5.5;75.7;B
31225;20.7;84.7;6.9;100.0;A
31226;24.3;86.3;9.9;100.0;A
31227;21.9;85.7;8.0;97.1;A
31228;16.2;84.7;8.7;87.3;A
31229;11.0;73.7;2.9;64.9;C
31230;29.9;92.4;8.5;100.0;A
31231;24.4;89.8;9.0;100.0;A
31232;15.1;85.2;7.4;77.5;B
31233;14.9;93.1;7.1;95.1;A
31234;28.9;89.1;9.6;88.1;A
31235;10.3;71.6;4.1;55.6;C
31236;16.9;75.7;7.1;77.3;B
31237;20.5;87.3;7.1;87.6;A
31238;23.5;80.3;7.2;95.2;A
31239;22.3;92.0;9.8;100.0;A
31240;5.0;37.2;1.2;54.1;D
31241;16.3;85.1;4.5;78.2;B
31242;25.4;83.1;9.4;100.0;A
31243;13.6;81.7;6.1;71.2;B
31244;27.9;91.6;7.8;100.0;A
31245;14.7;85.1;9.5;100.0;A
31246;25.9;94.0;7.7;100.0;A
31247;7.2;44.7;3.4;51.4;D
31248;14.8;72.1;4.7;79.7;B
31249;27.9;84.4;7.7;100.0;A
31250;17.8;98.4;6.9;100.0;A
31251;11.6;73.1;6.2;82.2;B
31252;11.8;83.4;6.3;77.9;B
31253;13.5;73.5;6.3;74.7;B
31254;21.8;98.2;8.0;100.0;A
31255;12.3;62.7;3.1;66.2;C
31256;21.6;82.4;7.5;100.0;A
31257;18.0;96.4;7.5;100.0;A
31258;12.9;77.0;7.5;76.2;B
31259;17.1;84.4;6.2;82.2;B
31260;26.9;87.7;8.5;96.9;A
31261;5.3;66.6;4.0;63.0;C
31262;8.8;58.6;3.4;69.2;C
31263;29.9;97.7;6.7;88.6;A
31264;14.2;86.8;8.7;91.8;A
31265;24.5;97.1;9.6;100.0;A
31266;16.7;85.0;5.0;71.7;B
31267;21.6;88.1;8.8;89.6;A
31268;16.7;74.5;4.9;84.5;B
31269;12.8;74.0;2.7;63.2;C
31270;16.8;76.1;6.9;79.3;B
31271;12.5;73.9;6.6;84.0;B
31272;7.2;39.3;3.5;51.1;D
31273;26.4;81.2;10.0;100.0;A
31274;16.6;89.6;8.3;93.0;A
31275;25.1;85.1;7.5;100.0;A
31276;10.3;55.6;2.6;55.9;C
31277;13.6;86.2;7.1;74.0;B
31278;17.5;95.4;10.0;100.0;A
31279;11.9;76.5;5.3;79.6;B
31280;28.6;86.6;9.9;100.0;A
31281;5.6;65.9;4.3;61.6;C
31282;10.2;84.0;6.4;75.0;B
31283;9.9;52.1;2.6;64.3;C
31284;28.5;86.3;6.7;88.5;A
31285;15.3;82.1;6.5;81.8;B
31286;17.1;86.9;6.8;91.4;A
31287;15.5;96.8;9.8;88.2;A
31288;15.4;91.1;9.7;93.8;A
31289;18.3;89.6;8.0;100.0;A
31290;24.5;84.9;8.3;95.5;A
31291;17.1;90.5;9.2;91.5;A
31292;16.3;88.9;8.8;100.0;A
31293;22.8;89.6;8.0;100.0;A
31294;25.2;85.1;9.0;99.8;A
31295;27.2;91.1;9.2;91.0;A
31296;15.3;78.5;6.8;82.4;B
31297;17.1;92.3;6.9;100.0;A
31298;18.8;94.2;7.4;97.3;A
31299;29.3;87.5;9.9;90.5;A
31300;10.7;58.8;5.2;68.7;C
31301;29.6;92.9;7.8;88.2;A
31302;11.4;73.1;6.3;75.4;B
31303;15.8;93.4;7.9;100.0;A
31304;19.5;83.9;6.8;100.0;A
31305;10.5;80.7;7.4;70.4;B
31306;20.7;90.4;8.0;100.0;A
31307;25.5;97.4;6.8;100.0;A
31308;16.4;97.4;8.9;90.2;A
31309;28.1;86.1;8.9;93.7;A
31310;17.9;87.9;6.8;100.0;A
31311;26.3;83.5;7.7;91.7;A
31312;8.2;62.0;4.9;69.7;C
31313;25.0;90.4;7.2;99.7;A
31314;22.4;95.2;8.0;99.7;A
31315;17.9;71.1;6.2;76.1;B
31316;28.0;91.4;8.7;88.1;A
31317;10.7;65.4;3.1;68.8;C
31318;17.2;98.3;7.0;100.0;A
31319;15.6;68.9;4.5;70.6;B
31320;11.6;71.6;5.4;77.8;B
31321;13.5;79.9;7.1;79.2;B
31322;16.0;80.1;5.0;70.2;B
31323;8.5;73.3;3.8;67.0;C
31324;29.2;88.2;7.5;95.6;A
31325;23.6;95.7;7.0;100.0;A
31326;26.8;91.7;6.9;100.0;A
31327;5.9;65.1;2.7;62.1;C
31328;24.2;86.9;7.8;100.0;A
31329;28.5;97.1;7.5;100.0;A
31330;17.3;75.5;7.3;72.7;B
31331;9.9;73.0;5.1;63.9;C
31332;10.7;77.6;6.0;75.9;B
31333;5.7;62.4;3.1;67.9;C
31334;24.7;90.5;7.8;92.1;A
31335;12.9;87.0;5.0;79.3;B
31336;8.1;59.6;3.1;67.9;C
31337;15.2;80.2;8.0;99.1;A
31338;26.4;85.4;7.5;93.1;A
31339;10.3;72.3;7.1;71.2;B
31340;14.5;84.9;8.6;93.7;A
31341;23.2;82.8;8.3;97.5;A
31342;14.1;69.3;6.0;81.9;B
31343;17.5;90.6;9.4;97.6;A
31344;11.0;69.7;6.0;81.8;B
31345;20.5;94.1;9.6;91.8;A
31346;27.8;98.9;8.1;88.7;A
31347;20.1;98.5;8.3;100.0;A
31348;16.8;87.9;9.0;90.7;A
31349;17.1;81.9;5.0;79.5;B
31350;28.9;93.0;7.5;96.2;A
31351;4.5;55.9;1.9;52.7;D
31352;7.4;48.1;1.1;50.1;D
31353;29.6;85.4;10.0;87.3;A
31354;26.8;86.0;7.4;100.0;A
31355;14.5;97.7;8.8;100.0;A
31356;29.4;85.2;7.7;100.0;A
31357;13.5;82.3;6.4;71.0;B
31358;11.4;82.9;6.1;71.1;B
31359;18.0;81.2;8.0;98.8;A
31360;21.4;96.5;8.0;100.0;A
31361;7.5;74.8;2.6;63.0;C
31362;15.0;77.9;5.7;71.6;B
31363;14.9;78.7;6.2;80.1;B
31364;10.5;76.0;5.6;78.4;B
31365;26.9;90.8;6.9;91.6;A
31366;19.7;86.3;7.1;100.0;A
31367;22.3;82.4;8.5;88.3;A
31368;20.0;83.1;8.2;100.0;A
31369;21.7;93.4;8.8;100.0;A
31370;2.2;53.1;2.1;54.9;D
31371;16.4;72.6;5.8;85.0;B
31372;11.2;75.2;5.6;70.3;B
31373;14.0;88.2;8.0;100.0;A
31374;9.7;72.4;5.5;64.8;C
31375;11.0;70.0;6.8;84.8;B
31376;22.1;89.0;9.0;100.0;A
31377;28.9;94.7;8.6;90.7;A
31378;11.2;70.8;6.2;77.1;B
31379;27.1;88.5;9.3;100.0;A
31380;14.0;71.6;7.1;73.7;B
31381;10.5;78.3;5.4;75.5;B
31382;6.7;71.9;2.7;64.6;C
31383;4.4;43.2;1.6;54.3;D
31384;17.9;93.8;8.1;92.3;A
31385;9.9;57.3;3.6;57.2;C
31386;15.3;88.9;7.2;94.0;A
31387;26.9;83.8;7.3;92.2;A
31388;18.0;98.7;7.2;100.0;A
31389;24.8;86.7;9.2;100.0;A
31390;6.7;66.1;4.5;64.9;C
31391;5.9;39.3;3.1;49.7;D
31392;20.9;92.0;7.9;95.7;A
31393;5.3;55.5;5.2;60.8;C
31394;17.9;90.4;9.2;85.1;A
31395;20.9;88.8;6.7;97.1;A
31396;22.0;92.0;9.3;100.0;A
31397;25.5;94.6;7.6;93.6;A
31398;21.1;97.0;9.1;100.0;A
31399;25.8;88.6;9.4;100.0;A
31400;25.1;84.3;6.8;100.0;A
31401;10.5;77.0;7.5;81.4;B
31402;29.9;88.3;8.7;87.4;A
31403;15.1;78.4;6.4;74.5;B
31404;13.9;75.5;5.2;81.6;B
31405;19.7;96.0;8.4;90.0;A
31406;11.6;76.1;6.1;76.2;B
31407;11.3;60.3;3.4;65.4;C
31408;20.3;86.9;8.9;100.0;A
31409;26.3;99.2;8.3;92.5;A
31410;16.9;94.9;6.9;92.4;A
31411;16.5;79.5;6.9;84.5;B
31412;3.1;37.1;3.2;46.8;D
31413;17.6;83.4;7.4;72.0;B
31414;17.8;91.9;7.3;100.0;A
31415;5.1;57.0;4.8;68.3;C
31416;26.2;80.3;7.7;98.6;A
31417;1.3;30.5;1.0;42.3;D
31418;25.1;90.3;8.8;93.4;A
31419;14.5;87.3;8.5;100.0;A
31420;17.7;70.7;6.4;78.9;B
31421;29.9;96.9;8.3;100.0;A
31422;11.5;87.3;5.6;73.0;B
31423;14.4;83.4;4.5;78.4;B
31424;9.6;56.2;5.2;67.3;C
31425;7.0;72.0;3.6;63.7;C
31426;4.4;50.9;1.0;55.0;D
31427;2.9;36.6;1.9;48.6;D
31428;14.5;93.2;9.8;100.0;A
31429;15.0;91.4;8.0;86.7;A
31430;16.7;95.4;8.9;100.0;A
31431;26.2;80.7;9.9;96.2;A
31432;20.4;80.6;8.4;100.0;A
31433;10.3;79.8;5.9;81.1;B
31434;7.6;62.5;3.5;67.0;C
31435;16.4;81.5;6.3;75.6;B
31436;8.7;74.1;4.8;63.7;C
31437;19.6;89.2;9.0;97.4;A
31438;15.3;82.9;7.6;99.6;A
31439;16.0;84.5;6.7;71.7;B
31440;4.1;43.4;1.9;52.4;D
31441;5.9;57.3;2.7;64.6;C
31442;25.3;99.6;8.3;93.1;A
31443;23.8;81.4;8.0;86.0;A
31444;24.5;83.0;8.0;100.0;A
31445;22.3;82.4;8.5;87.1;A
31446;12.1;57.4;4.1;59.3;C
31447;14.1;85.6;4.9;84.9;B
31448;12.3;78.6;6.6;72.1;B
31449;14.3;90.4;6.8;86.9;A
31450;12.6;72.9;5.4;69.2;C
31451;15.6;98.0;7.8;95.4;A
31452;15.3;93.3;7.3;91.8;A
31453;14.2;72.1;5.0;70.8;B
31454;14.2;83.4;5.2;73.7;B
31455;13.7;79.0;5.2;73.8;B
31456;19.1;84.4;9.2;100.0;A
31457;10.7;83.8;6.5;83.0;B
31458;26.1;84.2;7.1;86.6;A
31459;22.5;89.3;9.1;100.0;A
31460;21.8;84.3;9.5;100.0;A
31461;25.4;98.1;8.7;100.0;A
31462;14.1;94.9;6.9;96.6;A
31463;12.6;53.2;5.0;69.5;C
31464;27.0;89.0;9.1;100.0;A
31465;14.7;98.2;9.6;100.0;A
31466;10.8;81.5;4.8;82.6;B
31467;13.1;86.6;7.4;77.0;B
31468;27.0;94.6;7.7;94.5;A
31469;12.3;83.1;4.7;71.1;B
31470;6.8;52.4;3.4;57.7;C
31471;14.6;94.1;7.7;100.0;A
31472;10.1;83.6;5.4;78.2;B
31473;24.2;97.2;7.7;87.9;A
31474;19.5;87.5;9.1;100.0;A
31475;10.3;79.4;5.4;74.4;B
31476;18.6;88.9;7.4;85.1;A
31477;12.2;66.1;2.6;69.2;C
31478;26.2;95.2;8.5;96.3;A
31479;25.1;87.4;8.4;88.3;A
31480;23.2;92.4;9.0;100.0;A
31481;26.3;85.7;8.1;100.0;A
31482;12.8;68.5;5.3;68.0;C
31483;19.0;81.9;8.8;100.0;A
31484;20.8;90.9;8.2;100.0;A
31485;6.8;53.0;5.4;69.3;C
31486;22.6;85.4;7.3;100.0;A
31487;10.2;84.5;6.4;79.4;B
31488;14.2;79.8;7.3;73.1;B
31489;12.1;70.0;3.7;58.9;C
31490;22.3;96.6;7.5;100.0;A
31491;7.9;69.7;3.2;55.4;C
31492;11.5;73.3;3.0;61.7;C
31493;27.5;98.7;7.1;88.6;A
31494;20.5;95.7;9.4;100.0;A
31495;17.4;75.1;7.2;73.8;B
31496;27.0;98.1;8.4;88.8;A
31497;25.6;89.5;7.4;98.4;A
31498;29.2;87.2;9.2;88.0;A
31499;16.5;90.8;9.8;100.0;A
31500;27.7;93.7;9.4;100.0;A
31501;15.8;70.3;6.4;72.1;B
31502;14.5;80.6;7.1;84.5;B
31503;27.8;84.6;7.1;86.7;A
31504;18.8;89.3;7.1;87.8;A
31505;18.4;83.1;8.1;96.2;A
31506;16.6;97.0;7.7;100.0;A
31507;14.0;91.2;7.6;100.0;A
31508;16.1;92.3;6.9;100.0;A
31509;27.5;89.3;9.4;88.0;A
31510;5.8;65.2;4.6;62.3;C
31511;25.3;98.8;6.9;100.0;A
31512;13.9;77.7;5.8;74.2;B
31513;5.7;55.6;3.6;65.7;C
31514;13.7;84.7;6.3;83.0;B
31515;26.7;96.0;8.4;100.0;A
31516;10.8;72.0;4.5;61.5;C
31517;23.7;93.5;7.3;93.7;A
31518;13.2;87.2;4.6;71.8;B
31519;22.3;92.4;8.7;90.0;A
31520;6.1;54.9;2.6;62.9;C
31521;12.1;70.5;4.7;67.2;C
31522;18.7;94.4;9.2;96.7;A
31523;11.8;85.2;5.2;83.7;B
31524;17.3;84.7;7.4;92.5;A
31525;20.6;93.6;9.1;100.0;A
31526;7.5;66.6;4.1;56.9;C
31527;23.8;97.4;7.2;100.0;A
31528;6.6;46.2;1.8;53.7;D
31529;12.0;70.7;4.9;61.9;C
31530;19.6;93.5;7.0;87.0;A
31531;26.0;98.8;9.1;100.0;A
31532;20.8;93.0;6.6;85.1;A
31533;5.8;59.2;4.7;61.7;C
31534;28.8;91.0;7.8;95.6;A
31535;12.2;73.0;6.0;77.2;B
31536;13.6;85.7;4.7;72.3;B
31537;13.0;73.5;6.4;82.5;B
31538;26.7;80.8;9.1;89.5;A
31539;5.8;53.3;2.9;63.0;C
31540;19.7;99.0;7.5;100.0;A
31541;26.8;88.8;7.5;98.6;A
31542;20.6;86.0;7.6;88.1;A
31543;6.6;32.9;2.7;54.3;D
31544;24.1;84.8;7.1;100.0;A
31545;9.7;74.9;3.7;63.5;C
31546;2.8;36.6;1.1;35.4;E
31547;12.0;72.0;5.3;74.5;B
31548;14.1;74.7;4.5;78.3;B
31549;24.5;91.4;7.3;95.5;A
31550;12.6;79.5;6.2;76.4;B
31551;10.6;62.6;4.1;69.6;C
31552;17.0;77.9;4.8;76.9;B
31553;26.5;92.7;7.2;85.3;A
31554;5.8;33.3;1.2;31.5;E
31555;6.9;56.0;2.9;41.2;D
31556;11.5;85.4;5.1;78.9;B
31557;15.2;83.7;6.3;79.6;B
31558;18.0;94.2;9.7;89.9;A
31559;13.6;86.0;7.1;83.7;B
31560;1.6;51.3;1.3;54.3;D
31561;10.3;54.2;2.6;62.2;C
31562;16.9;78.5;5.5;75.1;B
31563;20.7;94.8;8.7;99.3;A
31564;20.5;85.6;8.1;100.0;A
31565;15.8;96.8;7.8;98.9;A
31566;5.8;69.9;4.8;56.6;C
31567;17.9;87.2;5.4;79.2;B
31568;21.8;89.6;8.6;86.0;A
31569;15.3;92.5;9.1;85.1;A
31570;16.2;84.8;8.3;100.0;A
31571;17.2;93.4;6.8;97.3;A
31572;28.4;91.3;7.4;91.3;A
31573;25.9;97.1;9.3;95.9;A
31574;11.1;67.1;4.0;66.3;C
31575;7.6;41.1;2.5;43.1;D
31576;14.1;80.8;9.5;100.0;A
31577;1.8;50.3;2.7;53.5;D
31578;8.5;62.1;2.7;60.6;C
31579;18.5;95.4;7.6;100.0;A
31580;15.6;90.3;9.0;85.1;A
31581;7.6;47.8;3.0;55.0;D
31582;20.6;84.4;9.3;100.0;A
31583;25.2;95.6;8.8;97.0;A
31584;16.9;86.7;5.7;81.7;B
31585;11.3;79.9;4.7;79.3;B
31586;18.9;82.4;8.6;100.0;A
31587;17.5;79.7;4.5;74.7;B
31588;11.1;81.3;6.5;84.7;B
31589;14.1;96.5;7.7;100.0;A
31590;14.1;77.9;7.0;73.3;B
31591;12.7;74.7;5.5;84.7;B
31592;18.0;94.0;6.9;86.5;A
31593;1.1;37.8;3.4;42.7;D
