student_id;weekly_self_study_hours;attendance_percentage;class_participation;total_score;grade
819323;28.8;85.7;8.9;96.6;A
819324;7.5;46.9;2.5;52.1;D
819325;15.8;85.9;7.5;99.8;A
819326;21.1;86.3;9.4;100.0;A
819327;12.7;75.2;7.1;83.6;B
819328;17.9;81.9;9.3;97.8;A
819329;24.9;87.7;7.3;100.0;A
819330;12.2;75.9;6.1;84.6;B
819331;29.7;82.5;9.4;100.0;A
819332;27.9;95.2;8.6;100.0;A
819333;26.4;89.2;9.5;85.3;A
819334;11.7;82.7;5.3;75.6;B
819335;12.0;86.1;5.3;82.5;B
819336;12.9;81.3;5.3;70.7;B
819337;11.8;64.3;2.8;58.6;C
819338;18.8;94.1;8.5;87.1;A
819339;6.6;53.4;4.4;59.1;C
819340;20.6;89.8;6.9;89.5;A
819341;9.1;69.4;5.3;58.9;C
819342;12.2;78.0;4.9;81.1;B
819343;12.6;82.9;7.3;74.1;B
819344;17.8;84.1;6.4;73.7;B
819345;3.0;50.5;2.3;42.5;D
819346;15.2;80.7;7.8;87.7;A
819347;16.0;88.7;7.8;100.0;A
819348;24.6;83.3;9.8;87.3;A
819349;15.6;87.3;5.2;75.0;B
819350;15.1;92.6;8.0;100.0;A
819351;16.7;87.5;7.7;92.0;A
819352;15.0;81.2;5.4;72.0;B
819353;10.3;74.1;6.5;71.7;B
819354;16.5;93.1;8.2;97.5;A
819355;18.5;96.1;7.9;100.0;A
819356;19.1;83.2;7.7;100.0;A
819357;17.7;81.1;5.6;79.0;B
819358;25.3;84.7;8.4;100.0;A
819359;10.3;61.9;5.4;57.2;C
819360;21.8;88.7;6.8;100.0;A
819361;9.0;55.0;3.3;63.0;C
819362;28.1;84.2;9.3;91.4;A
819363;28.4;91.0;7.1;100.0;A
819364;17.2;80.8;6.1;70.8;B
819365;20.5;94.4;8.5;100.0;A
819366;29.5;94.9;9.0;92.3;A
819367;12.6;80.5;7.5;81.8;B
819368;17.5;85.4;6.5;100.0;A
819369;6.9;70.3;5.1;57.7;C
819370;26.0;94.6;7.5;85.7;A
819371;16.1;68.2;6.9;70.2;B
819372;18.5;89.5;8.4;100.0;A
819373;11.0;73.6;6.9;73.0;B
819374;10.5;75.5;6.1;80.9;B
819375;15.6;69.6;6.7;73.9;B
819376;21.1;87.0;6.5;100.0;A
819377;10.5;86.1;7.1;77.8;B
819378;16.9;76.4;7.4;78.3;B
819379;13.8;79.2;7.4;70.8;B
819380;18.0;71.3;4.7;83.6;B
819381;18.4;89.8;8.8;92.4;A
819382;25.8;93.7;6.7;100.0;A
819383;20.5;91.7;7.4;98.1;A
819384;21.5;90.1;7.2;100.0;A
819385;18.7;83.3;8.7;100.0;A
819386;4.1;36.0;1.5;44.1;D
819387;21.2;82.9;8.0;88.4;A
819388;19.9;85.5;8.0;95.9;A
819389;5.2;52.1;3.2;45.2;D
819390;17.9;85.8;6.6;100.0;A
819391;12.7;72.3;3.5;63.0;C
819392;18.0;81.7;7.4;100.0;A
819393;18.8;87.7;9.5;85.5;A
819394;20.3;83.4;9.3;98.1;A
819395;25.0;93.7;7.3;91.1;A
819396;3.4;42.4;1.3;51.1;D
819397;23.2;96.4;9.9;96.1;A
819398;10.8;70.1;6.0;81.8;B
819399;23.0;89.5;7.7;100.0;A
819400;24.7;99.2;8.0;95.0;A
819401;8.4;62.0;4.7;66.5;C
819402;28.9;86.7;7.0;100.0;A
819403;24.0;82.3;8.4;99.1;A
819404;14.1;75.5;5.5;77.6;B
819405;24.8;84.2;7.4;98.0;A
819406;26.0;88.5;7.4;91.0;A
819407;26.8;86.4;9.6;86.4;A
819408;15.2;71.9;4.9;82.6;B
819409;17.3;94.9;6.6;92.0;A
819410;21.1;87.9;9.8;85.1;A
819411;10.2;75.8;6.8;75.9;B
819412;3.9;48.9;2.0;53.2;D
819413;25.3;84.2;8.6;100.0;A
819414;12.2;68.7;5.9;82.7;B
819415;29.5;88.7;7.4;100.0;A
819416;13.8;82.5;4.9;78.2;B
819417;19.4;87.3;6.6;100.0;A
819418;15.5;94.5;6.6;97.2;A
819419;17.5;72.4;6.9;70.5;B
819420;19.6;92.4;9.2;100.0;A
819421;28.3;97.0;8.2;100.0;A
819422;17.3;98.4;6.9;90.8;A
819423;10.6;70.8;2.7;57.7;C
819424;5.6;74.3;4.8;65.4;C
819425;25.2;87.0;9.2;88.0;A
819426;17.3;79.6;6.0;74.8;B
819427;16.7;86.4;5.9;74.6;B
819428;11.0;82.5;6.7;79.7;B
819429;23.5;90.2;9.0;96.0;A
819430;14.1;68.3;7.4;74.2;B
819431;21.7;86.1;6.9;100.0;A
819432;12.2;68.7;6.0;75.9;B
819433;11.9;64.8;2.7;59.4;C
819434;12.7;69.3;3.1;57.2;C
819435;23.8;80.6;8.3;87.1;A
819436;21.9;80.5;7.0;100.0;A
819437;24.9;91.2;10.0;94.7;A
819438;25.9;83.4;6.7;90.3;A
819439;26.5;91.2;7.5;86.9;A
819440;17.3;83.6;9.8;86.7;A
819441;11.9;65.4;5.2;69.7;C
819442;27.4;99.2;9.4;93.7;A
819443;28.1;88.1;9.7;92.1;A
819444;7.3;72.2;3.3;65.7;C
819445;16.4;88.4;7.5;86.9;A
819446;22.7;82.0;8.1;86.9;A
819447;26.4;97.9;9.0;100.0;A
819448;20.8;86.0;7.2;88.0;A
819449;15.3;81.2;7.0;77.5;B
819450;19.7;82.5;8.2;91.2;A
819451;27.7;82.7;7.0;95.3;A
819452;25.1;84.8;8.0;100.0;A
819453;14.1;93.3;7.7;100.0;A
819454;28.8;81.9;9.1;86.9;A
819455;17.0;93.2;7.1;99.7;A
819456;17.4;83.6;9.1;86.6;A
819457;16.4;79.1;5.1;70.3;B
819458;11.0;83.8;7.4;78.7;B
819459;12.4;80.9;7.0;75.1;B
819460;20.7;99.3;8.5;100.0;A
819461;12.6;77.9;5.6;74.5;B
819462;9.6;55.7;5.3;68.3;C
819463;19.1;90.5;9.4;85.9;A
819464;12.9;71.4;3.2;66.0;C
819465;12.0;72.9;4.4;65.4;C
819466;17.0;68.3;6.5;70.6;B
819467;3.5;52.0;2.1;42.2;D
819468;24.0;85.8;7.0;100.0;A
819469;12.8;64.0;2.9;67.5;C
819470;28.5;88.7;6.9;93.0;A
819471;12.2;75.1;6.9;77.6;B
819472;6.9;53.3;1.8;47.8;D
819473;27.5;80.6;9.9;100.0;A
819474;13.4;77.9;6.9;70.1;B
819475;28.6;86.9;7.3;85.7;A
819476;5.1;70.0;2.9;67.8;C
819477;3.3;56.6;1.6;48.7;D
819478;12.7;84.5;6.1;82.3;B
819479;15.6;97.7;9.8;90.5;A
819480;17.3;87.2;8.2;100.0;A
819481;5.7;69.7;4.0;68.6;C
819482;13.4;68.8;4.7;73.2;B
819483;26.3;81.5;8.5;91.3;A
819484;14.6;82.1;9.1;100.0;A
819485;10.4;86.3;6.5;79.9;B
819486;22.3;81.8;8.1;93.8;A
819487;23.8;98.9;7.4;97.2;A
819488;21.8;98.3;9.2;100.0;A
819489;5.2;66.3;3.2;69.6;C
819490;9.9;67.2;5.2;61.1;C
819491;14.1;82.6;5.4;73.3;B
819492;17.0;78.4;4.7;84.5;B
819493;25.5;97.6;9.0;100.0;A
819494;22.1;90.2;8.3;100.0;A
819495;22.5;81.1;7.7;100.0;A
819496;27.9;83.3;9.8;100.0;A
819497;11.3;68.7;4.8;84.8;B
819498;12.0;82.6;4.8;75.3;B
819499;11.8;73.7;7.0;78.3;B
819500;17.4;96.9;8.1;98.0;A
819501;14.4;82.7;7.8;100.0;A
819502;28.2;89.9;7.5;92.1;A
819503;28.7;98.8;8.3;100.0;A
819504;14.6;81.0;4.9;73.2;B
819505;16.1;96.5;7.3;99.3;A
819506;9.1;57.5;5.3;60.1;C
819507;15.7;75.6;5.9;73.5;B
819508;9.3;73.6;4.3;60.8;C
819509;3.8;58.0;1.4;51.2;D
819510;12.7;54.3;3.4;61.6;C
819511;8.1;58.2;2.9;62.2;C
819512;12.7;61.2;2.9;64.9;C
819513;15.4;78.8;5.5;73.5;B
819514;18.9;88.7;9.0;88.6;A
819515;15.6;82.8;4.8;75.7;B
819516;9.5;59.7;3.3;58.6;C
819517;2.5;34.5;2.5;54.4;D
819518;23.3;90.0;7.1;100.0;A
819519;2.9;36.8;1.6;52.2;D
819520;14.6;80.5;6.7;74.6;B
819521;15.0;78.3;6.0;74.7;B
819522;3.0;46.8;2.8;51.1;D
819523;10.7;78.2;6.2;75.4;B
819524;24.9;83.3;9.9;100.0;A
819525;10.5;70.6;6.9;71.2;B
819526;4.9;31.3;2.4;52.1;D
819527;14.8;85.1;4.8;78.2;B
819528;29.1;89.8;6.6;100.0;A
819529;28.1;80.3;8.4;100.0;A
819530;23.3;94.1;9.9;98.3;A
819531;23.3;82.8;7.9;100.0;A
819532;8.5;59.3;4.8;69.6;C
819533;12.6;80.5;6.3;83.2;B
819534;21.8;84.1;7.9;93.7;A
819535;24.3;83.1;7.5;91.5;A
819536;18.8;90.4;7.0;91.2;A
819537;22.1;90.1;8.6;99.7;A
819538;29.0;82.0;8.4;100.0;A
819539;25.2;80.0;7.5;91.9;A
819540;17.5;68.2;5.9;80.4;B
819541;21.8;88.3;7.3;89.9;A
819542;1.9;45.7;2.1;52.6;D
819543;12.3;84.0;7.3;84.7;B
819544;22.5;93.0;9.2;93.7;A
819545;16.4;90.2;7.9;100.0;A
819546;17.6;76.4;6.9;82.3;B
819547;20.2;94.8;7.9;100.0;A
819548;23.6;91.4;8.2;100.0;A
819549;16.7;93.9;8.5;100.0;A
819550;7.3;52.1;4.5;62.4;C
819551;3.3;46.8;1.9;45.2;D
819552;27.5;94.0;8.3;100.0;A
819553;17.2;94.3;8.8;100.0;A
819554;22.6;82.5;7.9;88.7;A
819555;10.5;68.2;7.5;78.0;B
819556;13.9;87.0;6.6;82.5;B
819557;25.0;94.2;8.8;87.6;A
819558;14.1;70.0;5.1;77.0;B
819559;14.8;99.1;8.8;100.0;A
819560;22.8;85.8;9.2;100.0;A
819561;20.3;97.0;7.8;90.7;A
819562;5.8;65.3;2.9;70.0;C
819563;18.8;98.5;7.8;98.4;A
819564;11.9;56.6;3.4;63.0;C
819565;16.6;99.9;7.6;100.0;A
819566;10.1;75.5;7.4;74.1;B
819567;28.0;88.3;9.1;91.8;A
819568;1.0;34.3;2.0;48.6;D
819569;15.7;88.7;9.8;90.4;A
819570;15.3;95.7;7.6;100.0;A
819571;27.8;80.8;9.1;93.0;A
819572;11.6;67.5;3.4;65.4;C
819573;17.7;84.1;6.0;81.3;B
819574;7.9;73.6;3.7;69.1;C
819575;20.5;81.3;7.1;100.0;A
819576;28.7;90.8;6.9;99.4;A
819577;19.7;93.0;7.6;100.0;A
819578;19.4;86.8;8.8;97.3;A
819579;18.2;95.9;8.5;93.3;A
819580;9.8;74.9;5.3;66.2;C
819581;16.8;97.4;9.9;91.9;A
819582;11.6;73.5;5.6;78.1;B
819583;26.4;98.7;9.5;88.9;A
819584;10.8;60.5;5.2;55.3;C
819585;5.0;57.5;1.3;43.1;D
819586;6.3;68.5;2.6;68.9;C
819587;17.9;81.7;9.9;93.0;A
819588;14.9;83.3;5.7;72.1;B
819589;18.4;89.1;8.9;100.0;A
819590;21.2;96.0;9.8;88.4;A
819591;18.2;86.5;9.3;100.0;A
819592;27.4;87.7;8.4;89.4;A
819593;29.3;82.2;8.5;95.1;A
819594;17.4;94.6;8.4;95.4;A
819595;17.7;91.2;8.4;100.0;A
819596;14.0;96.7;7.9;100.0;A
819597;8.4;53.2;5.4;56.1;C
819598;24.3;87.9;9.4;86.7;A
819599;23.8;87.6;9.6;85.7;A
819600;11.2;71.4;6.3;79.1;B
819601;19.6;80.7;9.1;93.6;A
819602;26.4;96.0;8.4;99.3;A
819603;7.9;63.5;3.5;58.1;C
819604;28.1;80.3;9.5;100.0;A
819605;11.9;71.2;6.3;80.5;B
819606;23.2;86.7;10.0;87.1;A
819607;16.6;86.0;6.8;100.0;A
819608;6.1;71.4;3.7;67.6;C
819609;11.3;72.6;5.2;74.1;B
819610;18.7;86.6;9.9;100.0;A
819611;25.2;87.3;7.9;100.0;A
819612;7.8;32.2;1.1;50.2;D
819613;16.6;89.1;7.9;99.9;A
819614;21.3;86.8;9.6;93.5;A
819615;5.4;74.5;4.8;63.3;C
819616;15.2;80.1;8.4;100.0;A
819617;14.7;71.9;7.3;79.4;B
819618;12.4;74.8;2.5;66.2;C
819619;13.5;76.0;6.4;84.5;B
819620;21.9;87.3;8.3;86.7;A
819621;17.4;88.9;8.9;85.9;A
819622;15.6;86.8;10.0;100.0;A
819623;20.3;81.4;6.5;97.6;A
819624;24.5;86.8;9.0;90.5;A
819625;18.0;93.9;9.6;100.0;A
819626;28.0;87.9;7.5;96.0;A
819627;20.9;83.4;9.1;100.0;A
819628;14.4;83.2;8.0;96.6;A
819629;17.6;97.1;9.1;89.1;A
819630;10.8;72.6;4.5;55.7;C
819631;4.8;32.4;2.4;47.1;D
819632;26.3;95.5;8.5;87.1;A
819633;27.1;89.8;6.8;86.6;A
819634;15.5;80.6;9.8;100.0;A
819635;10.2;69.9;4.3;68.5;C
819636;15.9;68.0;6.0;78.4;B
819637;12.1;74.1;5.7;77.1;B
819638;29.5;88.3;8.6;100.0;A
819639;7.0;53.1;3.8;58.0;C
819640;10.7;79.9;5.5;72.1;B
819641;18.6;89.8;8.9;96.5;A
819642;17.7;99.8;9.9;100.0;A
819643;16.0;90.4;7.5;100.0;A
819644;14.9;86.8;8.0;100.0;A
819645;28.3;87.4;7.7;86.5;A
819646;10.7;53.7;5.1;57.6;C
819647;17.8;97.5;7.9;100.0;A
819648;27.8;87.5;6.8;99.1;A
819649;19.6;82.3;8.6;91.3;A
819650;19.2;98.0;8.5;100.0;A
819651;8.1;67.7;5.5;62.9;C
819652;25.7;81.4;9.7;96.3;A
819653;27.8;82.9;9.6;87.7;A
819654;7.5;45.3;1.9;39.2;F
819655;5.9;48.4;3.2;48.5;D
819656;14.4;80.3;6.6;80.8;B
819657;12.4;78.3;6.2;78.2;B
819658;12.3;72.2;6.5;78.4;B
819659;7.2;61.3;3.5;56.8;C
819660;27.9;94.1;9.7;87.8;A
819661;28.7;92.0;9.4;100.0;A
819662;19.5;81.1;6.6;94.6;A
819663;20.6;91.5;9.0;89.1;A
819664;29.3;91.5;6.6;100.0;A
819665;16.8;80.7;5.1;80.1;B
819666;10.7;72.7;3.3;67.8;C
819667;22.9;96.8;6.5;91.3;A
819668;24.5;87.9;8.8;96.2;A
819669;5.7;58.9;4.0;57.1;C
819670;16.4;87.3;6.6;82.5;B
819671;22.2;97.9;8.9;96.5;A
819672;5.7;53.1;3.9;63.7;C
819673;7.6;43.6;1.4;49.9;D
819674;14.0;91.0;10.0;100.0;A
819675;11.4;72.8;4.8;84.0;B
819676;25.3;86.2;9.9;89.4;A
819677;9.1;60.5;4.2;62.3;C
819678;15.7;98.7;8.3;100.0;A
819679;5.4;53.8;3.0;63.0;C
819680;25.9;97.8;9.9;100.0;A
819681;28.8;82.5;8.4;100.0;A
819682;6.9;60.2;3.9;69.0;C
819683;16.5;99.9;8.1;100.0;A
819684;28.9;85.5;8.2;100.0;A
819685;12.8;67.6;4.9;68.8;C
819686;17.2;81.0;8.8;100.0;A
819687;23.8;90.9;9.2;100.0;A
819688;28.1;97.3;7.3;100.0;A
819689;26.0;88.1;6.9;92.4;A
819690;17.0;83.7;4.5;72.0;B
819691;14.5;72.1;4.6;70.3;B
819692;14.3;95.6;8.7;100.0;A
819693;15.1;71.2;6.9;80.2;B
819694;13.8;77.8;6.9;72.4;B
819695;3.0;43.5;3.3;51.4;D
819696;15.3;98.8;8.3;100.0;A
819697;14.4;87.4;5.1;75.2;B
819698;28.0;94.2;7.0;96.7;A
819699;26.6;95.0;6.9;94.4;A
819700;20.1;95.5;7.5;97.0;A
819701;15.3;71.1;5.6;71.7;B
819702;25.4;96.8;6.9;100.0;A
819703;30.0;99.1;7.1;93.1;A
819704;23.1;91.4;7.1;100.0;A
819705;12.6;62.2;2.6;65.7;C
819706;28.9;92.2;8.1;100.0;A
819707;12.9;60.4;3.8;59.6;C
819708;22.2;87.0;9.6;100.0;A
819709;15.9;90.2;9.3;100.0;A
819710;27.7;96.5;6.6;100.0;A
819711;28.4;97.4;8.4;98.9;A
819712;26.6;81.6;9.6;100.0;A
819713;17.9;99.7;7.7;100.0;A
819714;28.0;85.0;6.7;89.3;A
819715;7.0;30.9;3.4;54.2;D
819716;5.5;46.1;1.4;45.7;D
819717;17.6;88.3;7.6;100.0;A
819718;15.8;97.8;9.6;100.0;A
819719;1.1;47.1;3.2;51.7;D
819720;25.0;95.8;7.7;100.0;A
819721;10.2;75.8;6.4;77.1;B
819722;20.2;92.1;8.7;87.9;A
819723;13.0;67.8;4.7;67.1;C
819724;9.9;61.6;3.9;59.1;C
819725;17.9;71.9;6.0;78.1;B
819726;9.6;56.6;2.8;66.0;C
819727;27.6;85.9;7.1;94.0;A
819728;14.8;82.5;8.8;97.5;A
819729;26.2;83.9;8.2;88.2;A
819730;15.9;80.3;10.0;100.0;A
819731;22.2;94.2;8.2;89.4;A
819732;3.7;44.1;1.2;52.1;D
819733;22.9;80.8;9.1;100.0;A
819734;25.3;85.2;7.4;100.0;A
819735;16.5;83.5;6.6;92.7;A
819736;16.9;87.0;7.9;85.6;A
819737;14.3;86.9;9.4;89.3;A
819738;11.6;68.8;6.8;78.8;B
819739;2.0;37.9;3.0;48.2;D
819740;19.7;90.7;8.8;90.3;A
819741;23.2;100.0;8.9;89.7;A
819742;27.1;99.4;7.2;100.0;A
819743;19.1;92.3;9.6;88.2;A
819744;15.8;80.8;5.5;75.1;B
819745;28.5;80.3;6.7;100.0;A
819746;6.7;74.0;4.8;64.0;C
819747;10.4;55.0;3.8;66.2;C
819748;14.7;86.6;9.1;93.1;A
819749;15.3;88.5;8.8;100.0;A
819750;23.7;84.4;6.7;100.0;A
819751;15.2;69.9;5.0;72.8;B
819752;23.7;94.3;6.6;90.9;A
819753;7.5;68.4;4.9;56.6;C
819754;19.7;90.0;8.7;94.6;A
819755;16.7;86.2;5.9;76.6;B
819756;20.6;94.8;9.2;100.0;A
819757;23.3;97.4;6.5;100.0;A
819758;20.4;91.5;8.4;86.2;A
819759;23.3;96.1;8.8;100.0;A
819760;14.6;80.7;9.6;100.0;A
819761;25.8;87.4;7.9;90.7;A
819762;19.2;82.9;8.4;98.4;A
819763;16.7;82.6;7.4;71.9;B
819764;11.8;58.0;3.5;66.7;C
819765;16.0;85.0;6.0;73.5;B
819766;5.3;41.6;2.8;37.8;F
819767;13.4;79.8;5.2;80.6;B
819768;24.6;93.8;9.6;99.1;A
819769;11.7;71.6;6.6;76.9;B
819770;13.5;68.0;5.7;75.2;B
819771;10.3;81.2;6.9;75.8;B
819772;8.2;54.2;3.8;62.5;C
819773;18.6;83.0;8.4;100.0;A
819774;12.0;86.1;6.7;78.4;B
819775;16.0;85.9;7.0;98.4;A
819776;10.2;71.8;5.7;82.0;B
819777;28.7;84.8;6.7;97.4;A
819778;28.3;88.4;7.2;100.0;A
819779;11.9;79.3;6.1;72.8;B
819780;18.7;88.1;7.1;87.5;A
819781;14.5;93.1;7.0;100.0;A
819782;20.1;94.9;6.6;90.3;A
819783;14.4;94.3;6.7;100.0;A
819784;21.6;82.5;9.8;97.6;A
819785;27.9;84.1;7.6;88.5;A
819786;13.9;79.5;4.6;84.9;B
819787;23.9;87.0;7.0;100.0;A
819788;10.4;77.1;5.3;79.1;B
819789;19.2;98.0;8.2;100.0;A
819790;11.7;83.1;5.9;75.1;B
819791;12.2;76.7;6.9;74.2;B
819792;14.9;88.1;8.2;100.0;A
819793;16.4;79.2;6.1;77.2;B
819794;6.3;61.2;2.6;58.0;C
819795;4.6;36.8;2.0;48.3;D
819796;11.2;74.4;3.4;60.5;C
819797;13.5;87.8;6.1;74.2;B
819798;10.7;83.4;5.1;70.4;B
819799;26.0;82.6;8.9;95.5;A
819800;14.1;88.7;10.0;92.8;A
819801;21.8;87.0;6.7;87.0;A
819802;24.7;92.6;8.4;85.5;A
819803;4.1;53.4;1.6;38.2;F
819804;16.7;94.3;7.6;100.0;A
819805;27.2;87.0;7.8;89.6;A
819806;25.5;96.7;8.3;91.1;A
819807;15.6;84.6;7.6;99.9;A
819808;20.3;99.1;7.6;100.0;A
819809;22.2;95.9;7.5;100.0;A
819810;29.0;100.0;9.9;100.0;A
819811;14.6;82.9;7.4;84.7;B
819812;17.1;75.7;5.6;77.6;B
819813;16.3;81.3;5.4;72.1;B
819814;20.2;92.5;9.0;100.0;A
819815;15.1;91.0;7.7;100.0;A
819816;25.6;99.4;7.5;94.1;A
819817;10.9;73.3;6.6;75.5;B
819818;18.6;83.3;7.6;100.0;A
819819;15.0;75.2;4.8;84.2;B
819820;5.8;65.8;3.2;63.8;C
819821;17.7;91.7;7.9;100.0;A
819822;21.5;91.9;6.6;100.0;A
819823;5.2;36.3;2.7;50.1;D
819824;21.8;99.2;7.8;100.0;A
819825;26.6;80.7;8.4;97.9;A
819826;18.5;87.9;7.6;86.4;A
819827;28.5;93.1;6.5;100.0;A
819828;24.2;86.5;7.7;100.0;A
819829;22.6;96.6;8.7;92.8;A
819830;25.8;93.4;6.8;100.0;A
819831;15.3;82.3;8.5;87.9;A
819832;15.6;85.7;8.5;89.5;A
819833;13.7;68.0;6.3;83.5;B
819834;5.8;69.9;5.4;65.7;C
819835;10.2;78.6;6.5;78.6;B
819836;10.4;63.4;3.2;65.0;C
819837;27.4;99.7;7.5;100.0;A
819838;10.1;73.5;7.2;74.0;B
819839;10.9;61.7;2.7;65.4;C
819840;13.2;80.1;5.3;84.2;B
819841;8.0;32.9;2.9;47.6;D
819842;11.0;80.2;4.7;80.5;B
819843;13.7;79.6;5.4;78.0;B
819844;26.3;83.9;9.6;100.0;A
819845;21.0;81.1;8.2;94.4;A
819846;15.6;74.5;5.7;73.2;B
819847;1.2;46.6;2.4;52.6;D
819848;15.7;86.5;4.7;73.7;B
819849;14.1;89.6;6.8;100.0;A
819850;16.9;85.9;6.6;71.9;B
819851;15.3;84.5;9.4;89.8;A
819852;24.5;89.2;7.5;92.1;A
819853;8.2;68.9;2.7;61.5;C
819854;19.6;81.9;9.9;100.0;A
819855;6.6;44.6;1.4;36.2;F
819856;3.5;34.2;3.3;43.8;D
819857;21.9;87.7;8.5;94.7;A
819858;16.4;74.6;6.7;80.3;B
819859;10.9;72.1;6.6;81.9;B
819860;14.3;82.2;4.9;73.3;B
819861;18.7;87.3;7.1;100.0;A
819862;24.5;81.9;8.3;98.9;A
819863;5.4;68.2;5.3;69.1;C
819864;26.3;94.6;9.8;100.0;A
819865;15.2;81.5;8.5;85.5;A
819866;19.9;90.6;8.6;95.1;A
819867;11.4;86.4;6.4;76.2;B
819868;28.3;90.4;8.8;87.0;A
819869;24.8;87.4;7.8;100.0;A
819870;20.6;80.7;7.0;94.0;A
819871;10.7;68.2;6.8;70.7;B
819872;15.3;86.9;5.2;74.0;B
819873;20.9;96.9;7.3;100.0;A
819874;27.7;87.5;9.2;98.6;A
819875;12.1;75.0;6.4;82.1;B
819876;27.2;96.8;8.1;89.7;A
819877;24.9;98.7;8.6;100.0;A
819878;19.7;97.0;6.7;100.0;A
819879;22.3;90.5;9.2;100.0;A
819880;26.9;91.6;7.3;100.0;A
819881;29.0;92.0;6.5;100.0;A
819882;22.2;84.2;9.6;97.4;A
819883;24.9;94.2;6.9;95.2;A
819884;28.7;96.2;8.7;100.0;A
819885;5.7;68.9;5.0;56.8;C
819886;20.7;92.7;7.1;100.0;A
819887;5.2;40.6;2.9;47.0;D
819888;25.6;85.8;8.3;100.0;A
819889;10.6;84.8;6.0;84.2;B
819890;10.6;80.8;6.0;81.8;B
819891;16.4;83.4;4.6;82.8;B
819892;14.0;74.5;4.8;82.9;B
819893;13.0;72.0;7.2;75.1;B
819894;24.3;81.3;9.3;100.0;A
819895;14.2;84.7;5.0;72.8;B
819896;14.2;96.7;8.4;100.0;A
819897;17.5;69.2;7.1;84.8;B
819898;11.4;77.3;5.1;82.3;B
819899;1.3;57.6;3.3;43.0;D
819900;10.6;69.3;4.6;65.0;C
819901;11.2;82.7;5.4;77.1;B
819902;20.9;98.2;9.2;100.0;A
819903;28.5;86.4;9.7;100.0;A
819904;22.8;86.4;7.7;91.2;A
819905;27.8;91.1;9.1;97.5;A
819906;22.9;93.2;9.2;92.6;A
819907;11.1;74.3;6.4;73.3;B
819908;21.2;91.0;7.0;88.4;A
819909;16.4;75.8;7.1;83.0;B
819910;15.8;93.0;8.3;88.1;A
819911;10.9;66.9;5.3;69.6;C
819912;14.7;74.7;4.8;83.6;B
819913;13.7;84.6;6.4;74.4;B
819914;1.2;46.1;3.4;41.3;D
819915;22.8;96.1;7.8;91.0;A
819916;10.5;72.8;4.9;83.3;B
819917;29.6;85.2;8.8;92.9;A
819918;29.4;99.1;7.5;100.0;A
819919;10.1;74.2;7.4;73.3;B
819920;11.6;77.5;5.8;81.8;B
819921;15.4;87.0;5.0;77.1;B
819922;11.7;71.7;4.1;66.2;C
819923;15.6;74.8;6.9;76.5;B
819924;18.8;81.7;9.8;92.8;A
819925;5.6;60.1;5.0;57.6;C
819926;25.5;92.4;7.0;86.7;A
819927;13.1;78.6;6.1;77.3;B
819928;10.3;81.5;6.2;75.2;B
819929;20.3;92.0;7.6;100.0;A
819930;11.9;70.9;7.0;84.2;B
819931;14.3;74.1;5.0;75.7;B
819932;22.9;91.0;9.8;100.0;A
819933;6.9;43.9;1.7;54.3;D
819934;11.4;84.4;6.1;72.2;B
819935;29.1;85.6;9.2;100.0;A
819936;11.7;53.4;2.9;61.6;C
819937;26.7;86.3;9.5;100.0;A
819938;18.2;80.5;6.5;88.7;A
819939;17.9;85.4;5.0;75.6;B
819940;16.0;73.7;6.9;79.1;B
819941;24.0;80.1;9.0;98.4;A
819942;25.3;91.5;8.4;99.7;A
819943;23.0;91.9;7.3;100.0;A
819944;14.7;77.6;7.3;82.9;B
819945;17.7;92.7;9.0;95.1;A
819946;25.7;96.1;7.9;100.0;A
819947;25.7;89.9;7.5;100.0;A
819948;8.8;53.4;2.7;61.2;C
819949;16.5;91.2;9.8;86.3;A
819950;5.4;64.7;4.7;68.1;C
819951;13.4;85.9;6.4;74.5;B
819952;17.2;78.8;6.5;77.3;B
819953;29.0;87.7;7.5;100.0;A
819954;14.8;98.2;7.3;98.3;A
819955;11.2;54.8;3.9;67.9;C
819956;20.4;82.8;9.2;86.4;A
819957;15.7;80.6;5.2;75.9;B
819958;28.5;97.1;8.6;100.0;A
819959;14.7;86.7;7.0;81.6;B
819960;14.8;86.8;5.0;74.4;B
819961;18.8;82.5;8.3;90.3;A
819962;20.0;98.1;9.3;93.2;A
819963;10.3;68.0;7.4;76.6;B
819964;19.5;91.7;7.3;100.0;A
819965;28.6;97.8;8.2;98.3;A
819966;1.9;52.8;1.4;46.4;D
819967;10.3;66.9;4.5;63.3;C
819968;20.2;97.2;9.1;100.0;A
819969;15.4;83.0;6.7;88.0;A
819970;22.8;95.5;8.2;95.9;A
819971;9.9;67.9;5.4;56.7;C
819972;9.9;75.0;3.0;67.2;C
819973;28.5;97.3;9.1;100.0;A
819974;14.2;77.5;5.3;85.0;B
819975;25.8;93.4;7.8;90.2;A
819976;15.5;71.9;6.2;71.1;B
819977;22.2;93.3;6.6;90.8;A
819978;7.7;52.7;1.1;43.0;D
819979;8.6;71.7;3.0;66.2;C
819980;18.9;80.7;6.9;100.0;A
819981;12.2;64.2;4.5;58.1;C
819982;16.0;85.3;5.1;77.9;B
819983;15.6;81.0;7.7;100.0;A
819984;23.8;99.0;7.4;100.0;A
819985;19.9;88.2;8.2;100.0;A
819986;17.1;76.4;5.2;70.4;B
819987;13.7;77.6;4.9;78.3;B
