obj_ID;alpha;delta;u;g;r;i;z;run_ID;rerun_ID;cam_col;field_ID;spec_obj_ID;class;redshift;plate;MJD;fiber_ID
1,23767E+18;163,6353817;24,43369491;22,23225;22,52433;21,69075;21,09047;20,85393;5137;301;6;333;1,18E+19;GALAXY;0,8291084;10467;58138;721
1,23767E+18;154,6212394;22,87755595;16,80358;15,2226;14,39467;13,94153;13,59125;5137;301;6;277;2,6629E+18;GALAXY;0,02101908;2365;53739;522
1,23766E+18;172,0560907;53,85901375;24,12984;23,19615;21,14215;20,04144;19,52285;2821;301;2;152;7,54151E+18;GALAXY;0,5479985;6698;56637;847
1,23766E+18;169,2799545;5,98156764;20,77548;18,73716;17,67582;17,19549;16,78843;3841;301;1;30;9,40282E+17;GALAXY;0,08268153;835;52326;567
1,23766E+18;179,3019369;58,55700196;21,21103;21,16574;20,91175;20,79988;20,60395;2826;301;6;275;9,2709E+18;QSO;1,084026;8234;57450;864
1,23766E+18;127,8524834;28,52903169;24,88461;22,22703;20,51228;19,59909;19,06238;3560;301;4;136;5,01614E+18;GALAXY;0,4806169;4455;55539;928
1,23766E+18;127,0599275;28,05731539;16,14039;14,76719;14,07343;13,74222;13,44298;3560;301;4;130;1,42665E+18;GALAXY;0,01972046;1267;52932;502
1,23766E+18;170,9783037;57,82489575;20,23179;20,21434;20,22147;19,96221;19,82666;2826;301;6;245;7,99412E+18;QSO;1,810858;7100;56636;834
1,23766E+18;181,0932873;58,5520112;20,17815;20,20373;20,0758;20,11105;20,14857;2826;301;6;281;9,27409E+18;QSO;1,170773;8237;58162;185
1,23766E+18;181,7885277;58,61822825;21,18653;21,04161;20,89463;20,67264;20,06149;2826;301;6;283;9,27406E+18;QSO;2,018566;8237;58162;64
1,23768E+18;344,1840465;12,05425626;23,95238;22,49603;21,01678;20,05653;19,25961;7773;301;4;207;5,68137E+18;GALAXY;0,5110728;5046;56243;283
1,23767E+18;359,9330182;0,265087262;20,4532;18,10313;17,03329;16,61802;16,37162;4874;301;4;420;1,22849E+18;STAR;-0,000193212;1091;52902;498
1,23767E+18;356,8549798;0,405160867;23,39796;21,03601;19,54732;18,225;17,49365;4874;301;4;400;1,22959E+18;STAR;1,41E-05;1092;52639;381
1,23766E+18;142,4014031;65,21614448;18,71128;16,88144;15,97769;15,52377;15,21427;4294;301;1;205;2,11332E+18;GALAXY;0,07767872;1877;54464;5
1,23765E+18;194,2433016;-0,356382964;18,75052;18,78738;18,51089;18,5307;18,62826;752;301;3;338;3,29941E+17;QSO;1,272102;293;51689;190
1,23768E+18;11,77393786;3,679355035;23,48642;22,85239;22,27135;22,0731;21,2549;7712;301;6;408;1,06343E+19;GALAXY;0,9201608;9445;58097;770
1,23768E+18;353,9289358;27,55016866;24,35886;21,70629;20,67055;19,93328;19,53129;8103;301;5;60;7,09454E+18;GALAXY;0,5973675;6301;56543;885
1,23768E+18;3,338632952;-2,767632201;23,69814;22,22628;20,52358;19,62831;19,16243;7907;301;3;94;4,91581E+18;GALAXY;0,5408598;4366;55536;465
1,23768E+18;4,217665498;-2,912548295;26,14766;22,5291;21,63749;20,79667;20,33647;7907;301;3;100;1,05194E+19;GALAXY;0,7612329;9343;57715;581
1,23766E+18;160,6033323;35,19372648;25,13262;23,62847;21,48386;20,40921;19,72921;4504;301;4;40;1,15655E+19;GALAXY;0,5626195;10272;58172;897
1,23766E+18;183,7010217;42,3416364;21,69638;21,25461;21,07756;20,84587;20,67891;3893;301;3;169;9,43862E+18;QSO;1,66983;8383;57518;718
1,23766E+18;29,94717292;-0,720824066;22,45316;21,80136;21,44111;21,62826;21,23335;4263;301;2;316;8,83E+18;STAR;-0,000533948;7841;56960;868
1,23766E+18;215,5848528;38,17730865;22,96512;22,33849;20,85772;20,18996;19,86289;3893;301;3;333;1,21104E+19;STAR;-0,000255722;10756;58226;792
1,23766E+18;167,8603117;10,02247553;17,20243;15,35446;14,71155;14,55466;14,47837;3031;301;5;319;2,6944E+18;STAR;9,29E-06;2393;54156;425
1,23766E+18;223,5334612;-1,453780066;22,99354;21,79221;20,26373;19,34539;18,94437;2379;301;5;96;4,52976E+18;GALAXY;0,5089337;4023;55328;963
1,23767E+18;148,5262191;21,75905454;18,31941;17,39166;17,05704;16,92999;16,93376;5112;301;1;257;1,08268E+19;STAR;0,000556559;9616;58135;470
1,23766E+18;150,8396346;37,047505;21,58301;20,23688;20,07797;19,96293;20,13516;3647;301;3;89;5,22101E+18;QSO;2,86335;4637;55616;760
1,23766E+18;151,5174743;37,25980447;21,75002;21,05391;20,1882;19,78859;19,70653;3647;301;3;92;9,96897E+18;GALAXY;0,5435281;8854;57450;913
1,23766E+18;157,2588732;38,95675582;18,93399;17,54118;16,95527;16,72531;16,57365;3647;301;3;125;3,67285E+18;STAR;0,000575541;3262;54884;612
1,23766E+18;158,9992323;39,26448387;21,5744;21,55534;21,21304;21,16519;21,09879;3647;301;3;134;9,93285E+18;QSO;1,190815;8822;58167;576
1,23766E+18;159,5613364;39,46410624;21,93004;21,68198;21,62783;21,44434;22,01382;3647;301;3;137;9,93288E+18;QSO;1,148873;8822;58167;692
1,23767E+18;199,0931569;25,78893263;18,64907;17,75957;17,46882;17,35813;17,29232;5115;301;1;176;3,71894E+18;STAR;-0,000517749;3303;54950;335
1,23766E+18;232,1843305;44,30905756;19,52156;18,23429;17,51782;17,14677;16,88909;3177;301;4;157;1,18335E+18;GALAXY;0,1478282;1051;52468;108
1,23766E+18;197,0123038;38,09078705;26,81044;22,11924;20,54631;19,39241;18,88001;4510;301;6;11;4,47904E+18;GALAXY;0,6083602;3978;55330;772
1,23766E+18;188,6960129;49,17481324;25,93823;23,00283;21,07332;19,9255;19,21433;3650;301;2;25;8,35323E+18;GALAXY;0,6555462;7419;56811;661
1,23768E+18;2,316069677;16,50617193;22,14095;21,90232;20,2066;19,38836;18,84165;7713;301;1;245;6,88049E+18;GALAXY;0,4689533;6111;56270;409
1,23768E+18;4,625303684;3,641096206;23,06031;22,92079;22,0535;24,02104;21,0979;7712;301;6;360;1,06331E+19;GALAXY;0,9608933;9444;58073;412
1,23767E+18;95,38822072;63,67940875;17,52318;16,33005;15,95721;15,82285;15,78374;5060;301;1;102;2,58845E+18;STAR;-3,52E-05;2299;53711;24
1,23767E+18;114,8402809;65,1271206;17,69302;16,13796;15,56653;15,38296;15,31605;5060;301;1;159;3,30908E+18;STAR;-0,000151172;2939;54515;207
1,23768E+18;332,5885074;23,41979118;21,7075;20,59434;18,94215;18,28016;18,23337;8109;301;3;62;6,70024E+18;GALAXY;0,2767745;5951;56102;38
1,23765E+18;241,3258076;53,2669138;19,48234;17,33972;16,53674;16,08104;15,73416;2206;301;4;138;6,9923E+17;GALAXY;0,06440293;621;52055;168
1,23766E+18;195,7930809;36,00798983;18,68995;17,86526;17,57808;17,15924;17,19274;4504;301;1;230;2,26994E+18;GALAXY;0,1066708;2016;53799;440
1,23766E+18;175,3714126;36,12156236;21,1031;18,9374;17,72464;17,18122;16,77975;4504;301;1;120;2,26545E+18;GALAXY;0,1705569;2012;53493;497
1,23766E+18;181,0930775;36,57692753;19,79258;17,92087;16,89323;16,46028;16,11383;4504;301;1;151;2,36791E+18;GALAXY;0,1285578;2103;53467;503
1,23767E+18;140,0239027;24,99122318;24,03223;21,32327;19,45881;18,68373;18,2034;5045;301;5;197;6,50435E+18;GALAXY;0,4375383;5777;56280;104
1,23766E+18;41,74927513;-0,631185983;25,31033;24,97735;23,29248;22,56934;21,42473;4263;301;2;394;1,05E+19;GALAXY;0,8301867;9311;57743;741
1,23767E+18;227,58668;25,8332536;23,23914;22,98612;20,88362;19,73021;19,32629;4588;301;5;139;6,77704E+18;GALAXY;0,6221028;6019;56074;921
1,23765E+18;16,60016504;-9,489691296;19,52232;18,51814;18,14465;17,9662;17,9495;1740;301;4;131;3,50056E+18;STAR;-7,55E-06;3109;54833;494
1,23766E+18;212,9026336;-1,435337465;20,9557;18,84649;17,60383;17,11281;16,7334;2334;301;5;114;1,03145E+18;GALAXY;0,173542;916;52378;444
1,23765E+18;319,7548787;-7,742342276;19,05246;17,47745;16,75224;16,46196;16,28845;1737;301;2;84;2,59526E+18;STAR;-0,000400786;2305;54414;227
1,23766E+18;220,808753;46,71367502;23,484;23,01471;22,03242;20,59789;19,90975;3838;301;4;132;9,56026E+18;GALAXY;0,6893142;8491;57488;889
1,23766E+18;225,4003898;48,64359594;21,77904;20,91596;20,7421;20,64379;20,59585;3187;301;1;11;7,58088E+18;STAR;-6,07E-05;6733;56369;700
1,23766E+18;251,1890706;33,04430833;22,91108;21,72453;19,88624;18,98874;18,50077;3187;301;5;176;1,51E+18;GALAXY;0,4783731;1341;52786;594
1,23766E+18;121,2341488;22,33612221;24,41219;22,20189;20,91158;19,74665;19,03621;3560;301;1;79;5,03391E+18;STAR;3,89E-05;4471;55617;27
1,23766E+18;71,93568958;26,18688579;24,06536;23,08134;20,98022;19,45028;18,57027;3512;301;6;65;1,84775E+18;STAR;0,000326117;1641;53032;531
1,23766E+18;245,3001096;37,62922217;19,65084;18,06074;17,02348;16,48889;16,16759;3705;301;3;285;1,50538E+18;GALAXY;0,1854757;1337;52767;174
1,23766E+18;240,3264418;43,93983661;18,7367;17,48733;17,0604;16,82366;16,71302;3225;301;2;193;1,3162E+18;GALAXY;0,0283361;1169;52753;84
1,23766E+18;127,2716686;39,12324524;18,46384;17,16968;16,58249;16,2651;16,03411;2822;301;2;145;1,00658E+18;GALAXY;0,04840212;894;52615;105
1,23766E+18;148,1519498;37,40414853;20,70172;18,84758;17,76296;17,32369;16,99199;3560;301;1;263;1,79703E+18;GALAXY;0,1313467;1596;52998;332
1,23766E+18;149,2199027;37,87812465;22,94652;22,48365;20,69089;19,64358;19,06023;3560;301;1;270;5,14544E+18;GALAXY;0,5853419;4570;55623;265
1,23768E+18;34,97925892;-2,753594038;24,32936;23,52152;22,01838;20,48544;19,61344;7778;301;2;550;8,87568E+18;STAR;0,000115113;7883;57331;753
1,23767E+18;133,8607515;16,98421016;24,29724;23,97515;22,06636;20,84576;19,94383;5112;301;1;160;1,24829E+19;STAR;0,000238175;11087;58488;195
1,23767E+18;197,8309992;25,86078309;19,45576;19,24513;19,23666;19,03002;18,95155;5115;301;1;168;2,52547E+18;QSO;1,74075;2243;53794;296
1,23767E+18;216,1906121;29,46018319;16,69684;14,93622;14,09436;13,64463;13,31243;4588;301;5;67;2,39832E+18;GALAXY;0,05390688;2130;53881;567
1,23768E+18;16,84839315;16,13358403;24,96347;21,13768;19,34929;18,505;18,02155;7713;301;1;339;5,7772E+18;GALAXY;0,4637685;5131;55835;757
1,23766E+18;208,8383189;5,08421836;23,7294;23,72041;21,34631;20,04983;19,97437;2247;301;5;320;5,4764E+18;GALAXY;0,6269582;4864;55680;87
1,23765E+18;126,172707;2,5836102;23,24973;21,68081;20,2319;19,38116;19,103;2126;301;3;47;5,39555E+18;GALAXY;0,5177894;4792;55925;856
1,23766E+18;218,2203849;52,64832788;23,48254;23,07538;21,98164;20,98527;20,30407;3705;301;3;124;7,91621E+18;GALAXY;0,5660153;7031;56449;12
1,23767E+18;116,3779213;66,29253291;19,77005;18,81289;18,54731;18,44708;18,42206;4887;301;4;251;3,31478E+18;STAR;-0,00047756;2944;54523;484
1,23767E+18;231,8803677;13,67526148;21,06145;20,51363;20,26963;20,24011;20,01727;5317;301;3;56;5,50803E+18;QSO;2,196582;4892;55738;454
1,23766E+18;191,3020763;36,46301646;19,8729;18,5624;17,63517;17,18881;16,87878;4504;301;1;205;2,2767E+18;GALAXY;0,1634039;2022;53827;470
1,23766E+18;172,3209121;35,92795541;21,85517;20,44898;18,79865;18,17998;17,79399;4504;301;1;103;5,19943E+18;GALAXY;0,3667154;4618;55600;105
1,23766E+18;171,0363183;35,71135357;19,71421;17,7802;16,63945;16,18336;15,84404;4504;301;1;96;2,37693E+18;GALAXY;0,1586712;2111;53467;568
1,23766E+18;254,4373159;35,45817706;21,92035;20,21351;19,88634;21,3127;20,48259;2305;301;5;96;5,61509E+18;QSO;0,9360348;4987;55746;831
1,23766E+18;146,6031613;35,48451009;20,70633;20,52892;20,35513;20,28909;20,03237;3647;301;3;63;9,96659E+18;QSO;0,7420105;8852;57449;444
1,23766E+18;158,1950152;39,16942579;19,87329;19,21974;19,24833;19,27354;19,03396;3647;301;3;130;5,21641E+18;QSO;0,8165308;4633;55620;422
1,23766E+18;181,1982796;37,67550499;20,06866;18,54796;17,52435;17,05461;16,72662;4504;301;4;151;2,37347E+18;GALAXY;0,1359736;2108;53473;253
1,23766E+18;190,3520985;37,61160532;20,2139;18,48994;17,63429;17,29476;16,99339;4504;301;4;200;2,25184E+18;GALAXY;0,1048914;2000;53495;132
1,23766E+18;166,7839745;36,4738164;21,60451;19,44026;18,00183;17,46817;17,21508;4504;301;4;74;5,20843E+18;GALAXY;0,2610099;4626;55647;66
1,23766E+18;183,5088982;37,80950338;20,97314;18,99092;17,59344;17,06082;16,70522;4504;301;4;164;2,253E+18;GALAXY;0,2301706;2001;53493;258
1,23766E+18;170,6926303;41,48938995;21,95965;21,10066;20,9297;20,72968;20,68113;3893;301;3;104;9,42166E+18;QSO;2,652328;8368;57431;456
1,23766E+18;200,6249415;41,23237914;20,27989;20,1325;20,15653;19,89039;20,09112;3893;301;3;253;9,44529E+18;QSO;1,847634;8389;57488;406
1,23767E+18;130,7073547;-1,532369566;19,60121;17,90267;17,26634;17,03364;16,89209;6574;301;6;92;1,41019E+19;STAR;0,000356945;12525;58932;170
1,23766E+18;240,6335612;50,46844159;21,35409;20,79268;20,73572;20,62057;20,58795;2248;301;4;75;7,11588E+18;QSO;2,443375;6320;56453;708
1,23768E+18;356,1842415;27,7179553;22,52194;21,78757;20,30605;19,46152;18,86879;8103;301;5;73;7,33532E+18;GALAXY;0,4422177;6515;56536;303
1,23766E+18;173,6713851;53,86812953;24,01281;22,41059;20,32644;19,36374;18,97578;2821;301;2;158;7,54155E+18;GALAXY;0,5254821;6698;56637;985
1,23766E+18;237,4519446;28,01283911;22,20215;21,41682;21,2836;21,33601;21,30727;3927;301;1;71;5,32106E+18;QSO;2,681916;4726;55712;202
1,23766E+18;357,3444466;-0,70138693;22,94825;20,26539;18,78558;18,11384;17,7586;4263;301;2;98;1,22954E+18;STAR;-6,19E-05;1092;52639;215
1,23766E+18;359,0318559;-0,784509916;22,21376;21,71825;21,5088;21,31054;21,04132;4263;301;2;109;8,83613E+18;QSO;1,570085;7848;56959;245
1,23766E+18;0,2871381;-0,673206551;22,71615;22,511;22,43355;22,22453;23,1609;4263;301;2;117;8,83608E+18;QSO;2,180448;7848;56959;50
1,23768E+18;7,995048716;27,91898312;22,9739;21,93276;20,67207;19,66135;19,19009;8103;301;5;143;7,07308E+18;GALAXY;0,630798;6282;56572;639
1,23768E+18;351,3803661;27,42315388;25,83264;22,61312;20,70809;19,65747;19,28851;8103;301;5;45;7,41655E+18;GALAXY;0,520994;6587;56537;897
1,23767E+18;237,2283033;12,18886518;17,11588;16,89544;16,81281;16,58767;16,57042;5317;301;3;92;2,8362E+18;QSO;1,736629;2519;54570;205
1,23768E+18;4,676030738;28,01984371;21,23782;19,10552;17,67741;17,14632;16,79384;8103;301;5;123;7,06734E+18;GALAXY;0,2515574;6277;56273;238
1,23766E+18;235,7502859;-0,865328081;25,73293;22,43738;20,6061;19,41293;18,81884;2334;301;5;266;4,51266E+18;GALAXY;0,6210719;4008;55356;185
1,23767E+18;352,0102482;0,252091288;18,65186;17,67476;17,37201;17,26593;17,19822;4874;301;4;367;9,8687E+18;STAR;-0,000956406;8765;57307;691
1,23766E+18;123,9772086;30,66263529;22,96091;20,78685;19,28304;18,5118;18,07385;2830;301;1;94;5,00694E+18;QSO;0,4084059;4447;55542;239
1,23768E+18;27,77290815;-3,865247795;25,40901;22,97455;21,55506;20,83229;20,62016;7865;301;5;100;1,05003E+19;GALAXY;0,9485942;9326;57716;515
1,23768E+18;27,83316251;-3,868288922;23,41776;23,38865;21,86203;20,60711;19,90835;7865;301;5;100;8,887E+18;STAR;0,001728142;7893;57286;997
1,23766E+18;31,75034755;-0,692901948;21,24015;19,75365;19,13987;18,90919;18,8131;4263;301;2;328;1,20926E+18;STAR;4,23E-05;1074;52937;173
1,23766E+18;43,97309719;-0,673721047;20,16937;18,31349;17,42068;17,16751;16,98932;4263;301;2;409;3,58495E+18;STAR;0,000179104;3184;54850;293
1,23766E+18;38,41111064;-0,648758896;24,02365;21,17372;19,74685;18,60001;18,26138;4263;301;2;372;1,699E+18;STAR;-0,000145036;1509;52942;66
1,23766E+18;229,3513231;-1,317715588;20,56827;19,01482;18,04413;17,55824;17,19896;2379;301;5;135;1,03937E+18;GALAXY;0,1173524;923;52404;615
1,23767E+18;345,4465925;6,747596636;17,47806;16,37925;16,07536;15,98173;15,96176;5598;301;3;19;2,60086E+18;STAR;7,07E-05;2310;53710;104
1,23766E+18;219,3200262;38,48809994;21,56627;21,31559;21,11821;21,07871;21,01883;3813;301;1;402;1,21024E+19;QSO;1,112148;10749;58485;242
1,23766E+18;218,2715536;37,09587325;23,88745;22,51917;21,1469;19,3158;18,27987;3919;301;3;100;1,55487E+18;STAR;7,48E-05;1381;53089;11
1,23767E+18;221,9048952;19,96458861;21,10761;19,14052;17,84015;17,33796;16,97467;4678;301;2;136;3,14014E+18;GALAXY;0,1908444;2789;54555;9
1,23765E+18;164,7657612;3,444226546;26,16839;22,3022;20,56207;20,34557;20,0231;2125;301;1;306;5,328E+18;QSO;3,950706;4732;55648;868
1,23766E+18;208,0607974;39,92655757;21,6818;19,40721;18,14165;17,58568;17,25359;3893;301;3;292;9,96212E+18;STAR;-0,000224706;8848;57875;586
1,23766E+18;203,326956;40,85257432;21,13901;20,90858;20,98962;20,63341;20,64781;3893;301;3;267;9,44639E+18;QSO;1,839268;8390;57485;314
1,23766E+18;237,4263285;3,846418918;24,6957;20,57309;19,65146;19,27464;19,10684;2391;301;2;203;3,32262E+18;STAR;0,000125055;2951;54592;314
1,23765E+18;185,9053389;-0,310574304;22,6369;21,68059;20,20491;19,2834;18,80714;752;301;3;283;4,33144E+18;GALAXY;0,4558686;3847;55588;389
1,23768E+18;10,40638572;-2,763389239;23,51846;22,22855;21,63189;20,66716;20,46359;7907;301;3;141;1,05161E+19;GALAXY;0,7033008;9340;57716;824
1,23768E+18;333,9601063;1,616631982;23,21122;22,86185;21,5976;21,65753;21,89045;7712;301;2;155;1,04002E+19;QSO;1,241565;9237;58022;956
1,23768E+18;358,9606583;27,90912942;23,26739;19,82657;18,22618;17,65002;17,34094;8103;301;5;90;7,33082E+18;GALAXY;0,284272;6511;56540;316
1,23768E+18;2,683243146;27,94548199;23,163;21,38957;19,75365;18,93371;18,39589;8103;301;5;112;8,03333E+18;GALAXY;0,4645475;7135;56564;115
1,23766E+18;129,6000677;30,77678393;22,42227;24,85817;22,24108;20,71936;19,92761;3560;301;6;153;1,20067E+19;GALAXY;0,6853712;10664;58464;199
1,23767E+18;147,595427;21,33019583;25,08644;22,51226;21,80691;20,92021;22,40002;5137;301;6;232;1,08278E+19;GALAXY;0,7572516;9617;58084;202
1,23767E+18;148,4261277;21,45018029;24,62522;23,27274;22,81248;22,03141;22,15956;5137;301;6;237;1,07852E+19;GALAXY;0,8249502;9579;57867;718
1,23767E+18;154,802158;22,87856899;18,90754;17,61566;16,94579;16,55464;16,27156;5137;301;6;278;2,66291E+18;GALAXY;0,111102;2365;53739;568
1,23767E+18;118,2491243;15,04577032;18,34347;16,91233;16,3158;16,0004;15,76512;5045;301;5;45;2,3419E+18;GALAXY;0,05010736;2080;53350;97
1,23767E+18;121,6839109;16,78732429;20,41152;18,62134;17,66444;17,22799;16,84997;5045;301;5;70;2,343E+18;GALAXY;0,1161928;2081;53357;18
1,23765E+18;133,7791896;4,091361914;20,49224;19,45454;19,13052;18,98966;18,86256;2125;301;6;100;3,27986E+18;STAR;0,000882516;2913;54526;420
1,23766E+18;200,1803389;37,79004243;22,82849;21,11991;19,82497;19,28842;18,96199;4510;301;6;28;9,99253E+18;GALAXY;0,2382534;8875;57779;624
1,23766E+18;28,60188263;-0,795226383;18,79048;18,50889;18,5106;18,71438;18,62562;4263;301;2;307;4,06004E+18;QSO;0,7710178;3606;55182;174
1,23766E+18;47,86289377;-0,824354259;20,57232;19,94569;19,67027;19,71603;19,61709;4263;301;2;435;7,99403E+17;QSO;2,243766;710;52203;51
1,23766E+18;45,20348896;-0,735606402;19,05527;17,65171;16,93149;16,59667;16,31529;4263;301;2;417;3,58489E+18;STAR;-7,80E-05;3184;54850;107
1,23766E+18;4,454440933;-0,680800814;21,11396;18,68923;17,22698;16,45831;15,98602;4263;301;2;145;1,26107E+18;STAR;-0,000151785;1120;52589;230
1,23766E+18;11,78418769;-0,840138773;17,6554;16,11118;15,58688;15,36413;15,3137;4263;301;2;194;2,14372E+18;STAR;0,000122614;1904;53682;6
1,23766E+18;32,96317288;-0,839851688;22,40409;20,0041;18,49713;17,64072;17,15535;4263;301;2;336;1,20816E+18;STAR;-5,75E-05;1073;52649;245
1,23768E+18;8,496069155;3,639793026;20,92367;19,80058;19,26196;19,07283;18,00495;7712;301;6;386;1,06365E+19;GALAXY;0,7283801;9447;58077;315
1,23766E+18;181,0700797;36,45163092;19,78078;17,59044;16,38185;15,88358;15,4018;4504;301;1;150;5,23441E+18;GALAXY;0,1292433;4649;55621;374
1,23766E+18;161,2497447;34,12256514;26,33596;20,27377;18,64441;18,06471;17,68307;4504;301;1;41;5,21862E+18;GALAXY;0,320065;4635;55615;282
1,23766E+18;172,5349555;35,97007959;20,81104;18,70469;17,5608;17,0966;16,72202;4504;301;1;104;2,37915E+18;GALAXY;0,155719;2113;53468;466
1,23766E+18;166,6007464;35,16479386;17,94205;16,05691;15,30276;14,96515;14,67878;4504;301;1;72;2,29021E+18;GALAXY;0,07276557;2034;53466;470
1,23766E+18;240,7875548;26,80368667;20,51646;18,52531;17,56051;17,10675;16,76332;3919;301;3;245;1,56729E+18;GALAXY;0,09218491;1392;52822;140
1,23766E+18;229,4892077;32,74545251;22,52775;22,14256;20,71768;19,76384;19,30449;3919;301;3;168;5,31327E+18;GALAXY;0,5831451;4719;55736;527
1,23768E+18;356,4020397;18,49113702;24,3059;21,49661;20,32391;20,21427;20,17297;7713;301;6;208;8,55583E+18;QSO;3,626874;7599;56955;420
1,23766E+18;192,757366;37,63870241;25,90882;22,34039;20,59075;19,55814;19,06083;4504;301;4;213;4,4756E+18;GALAXY;0,5635583;3975;55321;553
1,23768E+18;331,9807727;20,54277545;21,5915;20,14996;19,68354;19,62801;19,42219;7708;301;2;31;8,5287E+18;STAR;-0,001152786;7575;56947;34
1,23768E+18;327,5297583;22,06682584;25,24206;22,20426;20,40496;19,44722;18,8728;8109;301;3;30;6,69816E+18;GALAXY;0,4849961;5949;56096;649
1,23766E+18;356,8696012;-0,782368138;22,8241;22,3795;22,45648;21,91117;21,49681;4263;301;2;95;1,03111E+19;QSO;1,604199;9158;57664;240
1,23767E+18;135,0205218;22,65981135;23,60427;23,12796;22,5055;21,98357;21,68421;5045;301;4;163;1,07997E+19;GALAXY;0,8414692;9592;58083;199
1,23766E+18;248,4044186;34,97116495;25,67408;23,26182;21,02075;19,69324;19,07997;3705;301;3;309;5,84134E+18;GALAXY;0,7984651;5188;55803;635
1,23766E+18;251,1649023;32,21190167;18,62528;17,32307;16,72009;16,41063;16,11067;3705;301;3;333;1,50887E+18;GALAXY;0,0387584;1340;52781;605
1,23766E+18;220,7144349;50,87526622;23,61868;22,08483;21,47926;21,30501;21,05084;3705;301;1;139;9,46232E+18;GALAXY;0,1747009;8404;57481;932
1,23766E+18;179,8323731;49,80692273;18,77842;17,2566;16,72515;16,5584;16,50333;2964;301;3;299;3,25844E+18;STAR;8,90E-05;2894;54539;319
1,23766E+18;180,3588761;49,832088;18,44213;16,27684;15,43495;15,11864;14,95027;2964;301;3;302;3,25843E+18;STAR;-0,000150516;2894;54539;277
1,23766E+18;183,2791107;49,88027265;20,78917;19,49358;18,92138;18,7252;18,59584;2964;301;3;314;3,28652E+18;STAR;-3,32E-05;2919;54537;74
1,23766E+18;190,5060223;49,74697291;19,96079;19,82572;19,83691;19,67252;19,57182;2964;301;3;345;1,44011E+18;QSO;1,999394;1279;52736;315
1,23766E+18;194,9117444;49,56049209;21,19242;21,02141;21,0438;20,91886;20,40746;2964;301;3;365;8,34307E+18;QSO;2,032096;7410;57104;566
1,23766E+18;195,2147739;49,42086077;20,57439;19,52701;19,22738;19,12748;19,04378;2964;301;3;366;3,64684E+18;STAR;-0,000558768;3239;54888;200
1,23766E+18;161,5267729;40,90705908;18,62282;18,4156;18,17939;18,22333;18,28509;3893;301;5;58;1,61354E+18;QSO;1,077928;1433;53035;452
1,23766E+18;180,2120661;58,70041537;19,70251;18,85604;18,50531;18,40014;18,36227;2243;301;1;320;7,984E+18;STAR;3,33E-05;7091;56658;902
1,23765E+18;133,2904265;51,35344842;18,21098;17,28508;16,99652;16,86947;16,84626;2074;301;6;109;8,22269E+18;STAR;-0,000148984;7303;57013;874
1,23765E+18;138,5684727;4,404292071;23,07368;21,81613;21,80018;21,78658;21,64504;2125;301;6;132;4,30117E+18;STAR;0,001081362;3820;55542;860
1,23765E+18;180,8890929;2,494739859;24,63465;21,57143;21,31453;21,44916;21,68567;1462;301;4;371;5,34593E+18;GALAXY;0,07804673;4748;55631;576
1,23766E+18;231,9647882;47,76573435;24,06057;24,29332;21,35569;20,34001;19,57739;3187;301;5;38;9,49142E+18;GALAXY;0,5893428;8430;57488;289
1,23766E+18;246,0200681;38,13064374;23,71342;22,63947;21,18586;20,02966;19,54253;3187;301;5;132;5,85382E+18;GALAXY;0,6182396;5199;56067;963
1,23766E+18;127,3823222;39,36366901;23,82365;22,06293;20,53363;19,69167;19,614;2822;301;2;146;4,23455E+18;GALAXY;0,5031682;3761;55272;136
1,23766E+18;149,2972669;37,87878176;18,76122;17,41246;16,7225;16,3455;16,10646;3560;301;1;270;1,43779E+18;GALAXY;0,1077385;1277;52765;54
1,23766E+18;150,6521354;38,30213276;19,11086;17,84478;17,13853;16,73204;16,52461;3560;301;1;278;1,52676E+18;GALAXY;0,1116336;1356;53033;129
1,23766E+18;120,794979;22,10998726;19,82572;18,55116;17,79371;17,39565;17,11413;3560;301;1;76;1,78349E+18;GALAXY;0,1243093;1584;52943;251
1,23766E+18;236,9446213;-1,086001944;22,07553;20,91612;18,96218;18,30483;17,86051;2379;301;5;185;3,85095E+17;GALAXY;0,3647551;342;51691;137
1,23766E+18;347,0944344;-0,680721191;21,22772;20,98901;20,77066;20,49868;20,59569;4263;301;2;29;1,03E+19;QSO;1,622124;9153;58022;899
1,23766E+18;357,2396275;-0,80344225;21,8554;19,29097;17,93598;17,02837;16,7401;4263;301;2;97;1,67541E+18;STAR;4,91E-05;1488;52965;246
1,23766E+18;15,99079034;-0,720956171;19,56487;18,44825;18,05778;17,88966;17,82492;4263;301;2;222;3,50381E+18;STAR;-9,43E-05;3112;54802;25
1,23766E+18;355,4989014;-0,828062931;19,21873;16,65617;15,51892;14,97633;14,89543;4263;301;2;85;2,14153E+18;STAR;-1,24E-05;1902;53271;245
1,23767E+18;116,7856422;14,20688616;24,3007;22,36293;20,88344;19,64341;19,23211;5045;301;5;34;5,06896E+18;GALAXY;0,5150504;4502;55569;577
1,23767E+18;124,4167631;18,22344055;25,84277;21,93775;19,99437;19,18627;18,71362;5045;301;5;90;5,05083E+18;GALAXY;0,4506739;4486;55588;161
1,23766E+18;139,5323188;64,25940861;22,79175;21,89998;20,2361;19,41786;19,01444;4294;301;1;195;6,43812E+18;GALAXY;0,4253013;5718;56693;817
